row_index,disease_cohort,source_file,entity1,entity2,Relation,PMID,relation_integrated,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source,entity1_resolve_method,entity2_resolve_method,already_in_base_kg
456,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,juvenile onset,disease_phenotype_positive,36243834,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3621,effect/phenotype,Juvenile onset,HPO,name,name,False
462,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,acute liver failure,disease_phenotype_positive,37429811,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,19542,disease,acute liver failure,MONDO,name,name,False
463,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,inflammatory bowel disease,disease_phenotype_positive,37429811,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,12941_8617_54849_9960_33643_32601_13153_12831_12845_12875_30314_11471_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,disease,inflammatory bowel disease,MONDO_grouped,name,name,False
466,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,foam cells,disease_phenotype_positive,37429811,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3651,effect/phenotype,Foam cells,HPO,name,name,False
467,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,anal fissure,disease_phenotype_positive,37429811,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,12390,effect/phenotype,Anal fissure,HPO,name,name,False
468,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,skin tag,disease_phenotype_positive,37429811,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,4026,disease,skin tag,MONDO,name,name,False
469,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,diarrhea,disease_phenotype_positive,37429811,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,976268_32857_30335_32575_32586_957253_976266_7456,disease,diarrhea,MONDO_grouped,name,name,False
470,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,broken hepatocytes,disease_phenotype_positive,37429811,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,34718,effect/phenotype,Vacuolated hepatocytes,HPO,name,suggested_name,False
471,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,lipid storage disorder,disease_disease,40221338,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,15611,disease,neutral lipid storage disease,MONDO,name,suggested_name,False
473,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,chronic neurodegeneration,disease_phenotype_positive,40221338,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2344,effect/phenotype,Progressive neurologic deterioration,HPO,name,suggested_name,False
475,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,movement disorder,disease_phenotype_positive,40221338,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,5395,disease,movement disorder,MONDO,name,name,False
477,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,parkinsonism,disease_phenotype_positive,40221338,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1300,effect/phenotype,Parkinsonism,HPO,name,name,False
478,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Huntington disease-like,disease_phenotype_positive,40221338,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,11671_11299_11487_18425_15548,disease,Huntington disease-like,MONDO_grouped,name,name,False
480,NPC,20260508-NMP_final.csv,Miglustat,stabilized coginitive decline,drug_effect,40221338,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,7272,effect/phenotype,Progressive psychomotor deterioration,HPO,name,suggested_name,False
486,NPC,20260508-NMP_final.csv,Cholesterol transport,NPC1,bioprocess_protein,36356931,bioprocess_protein,interacts with,30301,biological_process,cholesterol transport,GO,4864,gene/protein,NPC1,NCBI,name,name,True
487,NPC,20260508-NMP_final.csv,Lysosomal storage disorder,NPC1,phenotype_protein,37054918,phenotype_protein,associated with,2561,disease,lysosomal storage disease,MONDO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
488,NPC,20260508-NMP_final.csv,Thrombocytopenia,NPC1,phenotype_protein,37054918,phenotype_protein,associated with,1873,effect/phenotype,Thrombocytopenia,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
489,NPC,20260508-NMP_final.csv,Arterial thrombosis,NPC1,disease_protein,37054918,disease_protein,associated with,4420,effect/phenotype,Arterial thrombosis,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
490,NPC,20260508-NMP_final.csv,Myocardial ischemia,NPC1,disease_protein,37054918,disease_protein,associated with,24644,disease,myocardial ischemia,MONDO,4864,gene/protein,NPC1,NCBI,name,name,False
491,NPC,20260508-NMP_final.csv,Cerebral ischemia,NPC1,disease_protein,37054918,disease_protein,associated with,2637,effect/phenotype,Cerebral ischemia,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
492,NPC,20260508-NMP_final.csv,2-hydroxypropyl-b-cyclodextrin,Hearing loss,drug_effect,38448301,drug_effect,side effect,DB15379,drug,Hydroxypropyl betadex,DrugBank,365,effect/phenotype,Hearing impairment,HPO,cui_drugbank,cui_xref,False
497,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,CCDC115,disease_protein,40504793,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,84317,gene/protein,CCDC115,NCBI,name,name,False
498,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,SLC4A5,disease_protein,40504793,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,57835,gene/protein,SLC4A5,NCBI,name,name,False
499,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,DEPDC5,disease_protein,40504793,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,9681,gene/protein,DEPDC5,NCBI,name,name,False
500,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,ETFDH,disease_protein,40504793,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2110,gene/protein,ETFDH,NCBI,name,name,False
501,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,SNRNP200,disease_protein,40504793,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,23020,gene/protein,SNRNP200,NCBI,name,name,False
502,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,DOCK1,disease_protein,40504793,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1793,gene/protein,DOCK1,NCBI,name,name,False
506,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Jaundice,disease_phenotype_positive,40504793,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,952,effect/phenotype,Jaundice,HPO,name,name,False
509,NPC,20260508-NMP_final.csv,Liver,CD68,anatomy_protein_present,36265573,anatomy_protein_present,expression present,2107,anatomy,liver,UBERON,968,gene/protein,CD68,NCBI,name,name,True
510,NPC,20260508-NMP_final.csv,autosomal recessive neurodegenerative disease,Niemann-Pick disease type C,disease_disease,37989569,disease_disease,parent-child,13060,disease,autosomal recessive Parkinson disease 14,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,cui_xref,name,False
511,NPC,20260508-NMP_final.csv,parkinsonism,NPC1,phenotype_protein,37989569,phenotype_protein,associated with,1300,effect/phenotype,Parkinsonism,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
512,NPC,20260508-NMP_final.csv,dementia,NPC1,phenotype_protein,37989569,phenotype_protein,associated with,726,effect/phenotype,Dementia,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
515,NPC,20260508-NMP_final.csv,bone marrow,Foam cells,anatomy_protein_present,35038048,anatomy_protein_present,expression present,2371,anatomy,bone marrow,UBERON,3651,effect/phenotype,Foam cells,HPO,name,name,False
516,NPC,20260508-NMP_final.csv,liver,Foam cells,anatomy_protein_present,35038048,anatomy_protein_present,expression present,2107,anatomy,liver,UBERON,3651,effect/phenotype,Foam cells,HPO,name,name,False
517,NPC,20260508-NMP_final.csv,spleen biospies,Foam cells,anatomy_protein_present,35038048,anatomy_protein_present,expression present,2106,anatomy,spleen,UBERON,3651,effect/phenotype,Foam cells,HPO,suggested_name,name,False
518,NPC,20260508-NMP_final.csv,β-cyclodextrin,Accumulation of unesterified cholesterol,drug_effect,36447062,drug_effect,side effect,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,second_search_suggested_name,suggested_name,False
519,NPC,20260508-NMP_final.csv,mitochondrial function,NPC1,bioprocess_protein,36447062,bioprocess_protein,interacts with,266,biological process,mitochondrial fission,GO,4864,gene/protein,NPC1,NCBI,new_cui,name,False
522,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,progressive neurodegeneration,disease_phenotype_positive,36182715,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7313,effect/phenotype,Cerebral degeneration,HPO,name,suggested_name,False
525,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,high level of unesrerified cholesterol,disease_phenotype_positive,36182715,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,31211,effect/phenotype,Elevated cholesterol ester level,HPO,name,suggested_name,False
526,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,low levels of esterified cholesterols,disease_phenotype_positive,36182715,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,11509,disease,"low density lipoprotein cholesterol, mild elevation of",MONDO,name,suggested_name,False
527,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,low levels of long-chain fatty acids,disease_phenotype_positive,36182715,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,8167,effect/phenotype,Very long chain fatty acid accumulation,HPO,name,suggested_name,False
529,NPC,20260508-NMP_final.csv,2-hydroxypropyl-β-cyclodextrin,hypersensitivity pneumonitis,drug_effect,36279795,drug_effect,side effect,DB15379,drug,Hydroxypropyl betadex,DrugBank,6516,effect/phenotype,Hypersensitivity pneumonitis,HPO,cui_drugbank,name,False
531,NPC,20260508-NMP_final.csv,cholesterol homeostasis,NPC1, bioprocess_protein,37602789,bioprocess_protein,interacts with,42632,biological_process,cholesterol homeostasis,GO,4864,gene/protein,NPC1,NCBI,name,name,True
534,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Splenomegaly,disease_phenotype_positive,40026274,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1744,effect/phenotype,Splenomegaly,HPO,name,name,False
539,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,eye movement abnormalities,disease_phenotype_positive,34993563,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,496,effect/phenotype,Abnormality of eye movement,HPO,name,suggested_name,False
540,NPC,20260508-NMP_final.csv,eye movement abnormalities,vertical supranuclear gaze palsy,phenotype_phenotype,34993563,phenotype_phenotype,parent-child,496,effect/phenotype,Abnormality of eye movement,HPO,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO,suggested_name,name,False
541,NPC,20260508-NMP_final.csv,eye movement abnormalities,vertical slow saccades,phenotype_phenotype,34993563,phenotype_phenotype,parent-child,496,effect/phenotype,Abnormality of eye movement,HPO,7885,effect/phenotype,Slowed horizontal saccades,HPO,suggested_name,suggested_name,False
545,NPC,20260508-NMP_final.csv,Infertility,NPC1,phenotype_protein,39102515,phenotype_protein,associated with,789,effect/phenotype,Infertility,HPO,4864,gene/protein,NPC1,NCBI,name,name,False
546,NPC,20260508-NMP_final.csv,inborn error of metabolism,Niemann-Pick Disease Type C,disease_disease,35487270,disease_disease,parent-child,19052,disease,inborn errors of metabolism,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
551,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,lysosomal storage disorder,disease_phenotype_positive,37032242,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2561,disease,lysosomal storage disease,MONDO,name,suggested_name,False
552,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,synucleinopathies,disease_disease,37032242,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,510,disease,synucleinopathy,MONDO,name,suggested_name,False
555,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,miglustat,indication,40898442,indication,indication,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,DB00419,drug,Miglustat,DrugBank,name,name,False
560,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,spasticity,disease_phenotype_positive,40898442,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1257,effect/phenotype,Spasticity,HPO,name,name,False
565,NPC,20260508-NMP_final.csv,miglustat,Gaucher disease,indication,34304992,indication,indication,DB00419,drug,Miglustat,DrugBank,9266_9265_9267_18150,disease,Gaucher disease,MONDO_grouped,name,name,True
566,NPC,20260508-NMP_final.csv,miglustat,GM1 gangliosidosis,off_label_use,34304992,off-label use,off-label use,DB00419,drug,Miglustat,DrugBank,17380_9262_9261_9260_18149_100446,disease,GM1 gangliosidosis,MONDO_grouped,name,name,False
567,NPC,20260508-NMP_final.csv,Antipsychotics,Catatonia,drug_effect,39607035,drug_effect,side effect,D014150,exposure,Antipsychotic Agents,CTD,800105,disease,catatonia,MONDO,cui_umls_name,name,False
568,NPC,20260508-NMP_final.csv,Lamotrigine,Catatonia,indication,39607035,indication,indication,DB00555,drug,Lamotrigine,DrugBank,800105,disease,catatonia,MONDO,name,name,False
569,NPC,20260508-NMP_final.csv,Lorazepam,Catatonia,indication,39607035,indication,indication,DB00186,drug,Lorazepam,DrugBank,800105,disease,catatonia,MONDO,name,name,False
570,NPC,20260508-NMP_final.csv,lorazepam,lamotrigine,drug_drug,39607035,drug_drug,synergistic interaction,DB00186,drug,Lorazepam,DrugBank,DB00555,drug,Lamotrigine,DrugBank,name,name,True
571,NPC,20260508-NMP_final.csv,Miglustat,low platelet count,drug_effect,39697013,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,11873,effect/phenotype,Abnormal platelet count,HPO,name,suggested_name,False
572,NPC,20260508-NMP_final.csv,Miglustat,diarrhea,drug_effect,39697013,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,976268_32857_30335_32575_32586_957253_976266_7456,disease,diarrhea,MONDO_grouped,name,name,False
573,NPC,20260508-NMP_final.csv,sphingolipidoses,7-ketocholesterol,disease_protein,34303826,disease_protein,associated with,19255,disease,sphingolipidosis,MONDO,34934,effect/phenotype,Abnormal circulating 7-dehydrocholesterol concentration,HPO,suggested_name,suggested_name,False
574,NPC,20260508-NMP_final.csv,sphingolipidoses,chitotriosidase activity,disease_protein,34303826,disease_protein,associated with,19255,disease,sphingolipidosis,MONDO,6000611,effect/phenotype,Elevated circulating chitotriosidase activity,HPO,suggested_name,suggested_name,False
583,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,respiratory failure,disease_phenotype_positive,34526163,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2878,effect/phenotype,Respiratory failure,HPO,name,name,False
584,NPC,20260508-NMP_final.csv,lysosomal disorder,Niemann-Pick Disease Type C,disease_phenotype_positive,35853348,disease_phenotype_positive,phenotype present,17739,disease,disorder of lysosomal-related organelles,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
586,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,backward leaning during gait,disease_phenotype_positive,35853348,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,31847,effect/phenotype,Difficulty walking backward,HPO,name,suggested_name,False
587,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,genetic condition,disease_disease,35853348,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3847,disease,hereditary disease,MONDO,name,cui_xref,False
589,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,myoclonus,disease_phenotype_positive,35853348,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1336,effect/phenotype,Myoclonus,HPO,name,name,False
590,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dystonia presentations,disease_phenotype_positive,35853348,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7325,effect/phenotype,Generalized dystonia,HPO,name,suggested_name,False
591,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,grey matter loss in the thalami,disease_phenotype_positive,37612148,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,34988,effect/phenotype,Focal necrotic thalamus lesion,HPO,name,suggested_name,False
593,NPC,20260508-NMP_final.csv,miglustat,weight loss,drug_effect,34879185,drug_effect,side effect,DB00419,drug,Miglustat,DrugBank,1824,effect/phenotype,Weight loss,HPO,name,name,False
595,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,weight loss,disease_phenotype_positive,34879185,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1824,effect/phenotype,Weight loss,HPO,name,name,False
598,NPC,20260508-NMP_final.csv,cholesterol,lysosomes,exposure_cellcomp,34879185,exposure_cellcomp,interacts with,DB04540,drug,Cholesterol,DrugBank,5764,cellular component,lysosome,GO,name,new_cui,False
600,NPC,20260508-NMP_final.csv,NPC2,NPC1,protein_protein,34455703,protein_protein,ppi,10577,gene/protein,NPC2,NCBI,4864,gene/protein,NPC1,NCBI,name,name,True
603,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,supranuclear gaze palsy,disease_phenotype_positive,34455703,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,605,effect/phenotype,Supranuclear gaze palsy,HPO,name,name,False
604,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,loss of developmental milestones,disease_phenotype_positive,34455703,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2376,effect/phenotype,Developmental regression,HPO,name,cui_xref,False
605,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cholestasis,disease_phenotype_positive,34455703,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1396,effect/phenotype,Cholestasis,HPO,name,name,False
610,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,ocular apraxia,disease_phenotype_positive,35696615,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,658,effect/phenotype,Eyelid apraxia,HPO,name,suggested_name,False
613,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dementia,disease_phenotype_positive,35696615,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,726,effect/phenotype,Dementia,HPO,name,name,False
619,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,hepatomegaly,disease_phenotype_positive,36325261,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2240,effect/phenotype,Hepatomegaly,HPO,name,name,False
620,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,hypotonia,disease_phenotype_positive,36325261,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1252,effect/phenotype,Hypotonia,HPO,name,name,False
623,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dysmetria,disease_phenotype_positive,36325261,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1310,effect/phenotype,Dysmetria,HPO,name,name,False
627,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,hearing loss,disease_phenotype_positive,36325261,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,365,effect/phenotype,Hearing impairment,HPO,name,cui_xref,False
628,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,schizophrenia,disease_phenotype_positive,36325261,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,11552_10897_10943_8414_5090_13498_33312_100182_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506_14092_800358,disease,schizophrenia,MONDO_grouped,name,name,False
629,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,depression,disease_phenotype_positive,36325261,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,716,effect/phenotype,Depression,HPO,name,name,False
639,NPC,20260508-NMP_final.csv,Fabry disease,lysosomal storage disease,disease_disease,36325261,disease_disease,parent-child,10526,disease,Fabry disease,MONDO,2561,disease,lysosomal storage disease,MONDO,name,name,False
641,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,buildup of endocytic in dystrophic axons,disease_phenotype_positive,34085599,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,34922,effect/phenotype,Peripheral axon spheroid formation,HPO,name,suggested_name,False
648,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cataplexy,disease_phenotype_positive,34086834,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2524,effect/phenotype,Cataplexy,HPO,name,name,False
649,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy, bioprocess_protein,34086834,bioprocess_protein,interacts with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO,name,name,False
650,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,intensive blinking,disease_phenotype_positive,34086834,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,34775,effect/phenotype,Abnormal blink rate,HPO,name,suggested_name,False
651,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,saccadic impairment,disease_phenotype_positive,34086834,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,570,effect/phenotype,Abnormal saccadic eye movements,HPO,name,cui_xref,False
652,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,decreased vertical saccades peak velocity,disease_phenotype_positive,34096670,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7885,effect/phenotype,Slowed horizontal saccades,HPO,name,suggested_name,False
653,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,lowered smooth pursuit gain,disease_phenotype_positive,34096670,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7772,effect/phenotype,Impaired smooth pursuit,HPO,name,suggested_name,False
654,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,impaired vertical upward and downward saccades,disease_phenotype_positive,34096670,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,32014,effect/phenotype,Dysmetric vertical saccades,HPO,name,suggested_name,False
656,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,altered vertical saccadic duration and amplitude,disease_phenotype_positive,34096670,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,514,effect/phenotype,Slow saccadic eye movements,HPO,name,suggested_name,False
657,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,altered horizontal position smooth pursuit,disease_phenotype_positive,34096670,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1151,effect/phenotype,Impaired horizontal smooth pursuit,HPO,name,suggested_name,False
659,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,blinks to elicit saccades,disease_phenotype_positive,34096670,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7338,effect/phenotype,Hypermetric saccades,HPO,name,suggested_name,False
660,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,head and upper body movements,disease_phenotype_positive,34096670,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2457,effect/phenotype,Abnormal head movements,HPO,name,suggested_name,False
665,NPC,20260508-NMP_final.csv,NPC1,accumulation of unesterified cholesterol,phenotype_protein,34138521,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,name,suggested_name,False
666,NPC,20260508-NMP_final.csv,NPC2,accumulation of unesterified cholesterol,phenotype_protein,34138521,phenotype_protein,associated with,10577,gene/protein,NPC2,NCBI,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,name,suggested_name,False
670,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,hepatocellular carcinoma,disease_disease,34138521,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,8606_7256_20588_800183,disease,hepatocellular carcinoma,MONDO_grouped,name,name,False
671,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,abdominal pain,disease_phenotype_positive,34138521,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2027,effect/phenotype,Abdominal pain,HPO,name,name,False
672,NPC,20260508-NMP_final.csv,miglustat,2-hydroxypropyl-beta-cyclodextrin,drug_drug,34150357,drug_drug,synergistic interaction,DB00419,drug,Miglustat,DrugBank,DB15379,drug,Hydroxypropyl betadex,DrugBank,name,cui_drugbank,False
673,NPC,20260508-NMP_final.csv,NPC1,lysosomal membrane,cellcomp_protein,34290407,cellcomp_protein,interacts with,4864,gene/protein,NPC1,NCBI,5765,cellular_component,lysosomal membrane,GO,name,name,True
676,NPC,20260508-NMP_final.csv,lipid biosynthesis,GPNMB,pathway_protein,34296265,pathway_protein,interacts with,8610,biological_process,lipid biosynthetic process,GO,10457,gene/protein,GPNMB,NCBI,cui_umls_name,name,False
677,NPC,20260508-NMP_final.csv,cholesterol biosynthesis,GPNMB,pathway_protein,34296265,pathway_protein,interacts with,R-HSA-191273,pathway,Cholesterol biosynthesis,REACTOME,10457,gene/protein,GPNMB,NCBI,name,name,False
