node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert,group_id_source
1411,disease,synostosis,MONDO,synostosis,early-onset cataract,1411_19293_100274_6909_700231_1011858_1011692,bert_join
19293,disease,skin vascular disease,MONDO,skin vascular disease,early-onset cataract,1411_19293_100274_6909_700231_1011858_1011692,bert_join
8537,disease,telecanthus,MONDO,telecanthus,telecanthus,,
19852,disease,inherited primary ovarian failure,MONDO,inherited primary ovarian failure,inherited primary ovarian failure,,
19698,disease,bent bone dysplasia,MONDO,bent bone dysplasia,bent bone dysplasia,,
16432,disease,heart-hand syndrome,MONDO,heart-hand syndrome,heart-hand syndrome,7702_15284_16432,legacy_exact_members
975810,disease,short stature with nonspecific skeletal abnormalities,MONDO,short stature with nonspecific skeletal abnormalities,short stature with nonspecific skeletal abnormalities,14551_975810,bert_join
19696,disease,acromesomelic dysplasia,MONDO,acromesomelic dysplasia,acromesomelic dysplasia,30553_12274_9231_8703_11275_8717_19696_21805,bert_join
15770,disease,congenital hypogonadotropic hypogonadism,MONDO,congenital hypogonadotropic hypogonadism,congenital hypogonadotropic hypogonadism,,
15262,disease,brachyolmia,MONDO,brachyolmia,brachyolmia,,
18240,disease,TRPV4-related bone disorder,MONDO,TRPV4-related bone disorder,TRPV4-related bone disorder,,
15476,disease,cysts and fistulae of the face and oral cavity,MONDO,cysts and fistulae of the face and oral cavity,cysts and fistulae of the face and oral cavity,,
15855,disease,isolated congenital breast hypoplasia/aplasia,MONDO,isolated congenital breast hypoplasia/aplasia,isolated congenital breast hypoplasia/aplasia,,
17266,disease,keratinopathic ichthyosis,MONDO,keratinopathic ichthyosis,keratinopathic ichthyosis,,
17595,disease,aggressive B-cell non-Hodgkin lymphoma,MONDO,aggressive B-cell non-Hodgkin lymphoma,aggressive B-cell non-Hodgkin lymphoma,,
19702,disease,neonatal osteosclerotic dysplasia,MONDO,neonatal osteosclerotic dysplasia,neonatal osteosclerotic dysplasia,,
17672,disease,focal palmoplantar keratoderma,MONDO,focal palmoplantar keratoderma,focal palmoplantar keratoderma,,
100237,disease,inherited cutis laxa,MONDO,inherited cutis laxa,inherited cutis laxa,,
24573,disease,familial hypertrophic cardiomyopathy,MONDO,"cardiomyopathy, familial hypertrophic","cardiomyopathy, familial hypertrophic",859372_958241_54838_30317_24573_800347_800421,bert_join
16340,disease,familial restrictive cardiomyopathy,MONDO,"cardiomyopathy, familial restrictive","cardiomyopathy, familial restrictive",30330_7270_12900_16340_12306_800371,bert_join
17758,disease,disorder of vitamin and non-protein cofactor absorption and transport,MONDO,disorder of vitamin and non-protein cofactor absorption and transport,disorder of vitamin and non-protein cofactor absorption and transport,,
3615,disease,nerve compression syndrome,MONDO,nerve compression syndrome,nerve compression syndrome,,
20374,disease,cerulean cataract,MONDO,cerulean cataract,cerulean cataract,,
20377,disease,early-onset partial cataract,MONDO,early-onset partial cataract,early-onset partial cataract,,
20376,disease,early-onset nuclear cataract,MONDO,early-onset nuclear cataract,early-onset nuclear cataract,,
18943,disease,myofibrillar myopathy,MONDO,myofibrillar myopathy,myofibrillar myopathy,12277_13061_30927_11076_33620_12289_12130_14993_14922_12215_18943_1010208_1010936,bert_join
100150,disease,RYR1-related myopathy,MONDO,RYR1-related myopathy,RYR1-related myopathy,,
100196,disease,TPM2-related myopathy,MONDO,TPM2-related myopathy,TPM2-related myopathy,,
800502,disease,childhood-onset self-limited focal epilepsy syndrome,MONDO,childhood-onset self-limited focal epilepsy syndrome,childhood-onset self-limited focal epilepsy syndrome,,
19793,disease,autosomal dominant cerebellar ataxia type III,MONDO,autosomal dominant cerebellar ataxia,infectious disease,5763_2319_20380_5550_21658_3472_19792_19793_19794,bert_join
2216,disease,brain sarcoma,MONDO,brain sarcoma,brain sarcoma,,
19011,disease,Charcot-Marie-Tooth disease type 1,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,11916_11569_10877_10699_13959_7308_7309_700338_14736_14836_12096_11085_10551_11633_14012_7307_14060_13212_10550_9417_10949_11894_11534_11527_11890_13644_11475_11066_14208_11901_7311_11902_11113_8388_11903_10689_14117_12250_8961_11687_12640_13753_12231_11889_14511_11570_14726_11091_7790_14733_14566_10995_14866_14735_14665_19011_18993_15626_18995_18994_16869_16454_3959_3962_44640,bert_join
18993,disease,Charcot-Marie-Tooth disease type 2,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,11916_11569_10877_10699_13959_7308_7309_700338_14736_14836_12096_11085_10551_11633_14012_7307_14060_13212_10550_9417_10949_11894_11534_11527_11890_13644_11475_11066_14208_11901_7311_11902_11113_8388_11903_10689_14117_12250_8961_11687_12640_13753_12231_11889_14511_11570_14726_11091_7790_14733_14566_10995_14866_14735_14665_19011_18993_15626_18995_18994_16869_16454_3959_3962_44640,bert_join
16950,disease,partial duplication of the short arm of chromosome 17,MONDO,partial duplication of the short arm of chromosome 17,partial duplication of the short arm of chromosome 17,,
15626,disease,Charcot-Marie-Tooth disease,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,11916_11569_10877_10699_13959_7308_7309_700338_14736_14836_12096_11085_10551_11633_14012_7307_14060_13212_10550_9417_10949_11894_11534_11527_11890_13644_11475_11066_14208_11901_7311_11902_11113_8388_11903_10689_14117_12250_8961_11687_12640_13753_12231_11889_14511_11570_14726_11091_7790_14733_14566_10995_14866_14735_14665_19011_18993_15626_18995_18994_16869_16454_3959_3962_44640,bert_join
19751,disease,autoinflammatory syndrome,MONDO,autoinflammatory syndrome,autoinflammatory syndrome,,
115,disease,Chiari malformation,MONDO,Chiari malformation,Chiari malformation,7316_8816_115_22715_22716,legacy_exact_members
18075,disease,neural tube defect,MONDO,neural tube defect,neural tube defect,,
800096,disease,abnormal mineralization disorder,MONDO,abnormal mineralization disorder,abnormal mineralization disorder,,
15775,disease,non-rhizomelic chondrodysplasia punctata,MONDO,non-rhizomelic chondrodysplasia punctata,non-rhizomelic chondrodysplasia punctata,,
17435,disease,popliteal pterygium syndrome,MONDO,popliteal pterygium syndrome,popliteal pterygium syndrome,,
16064,disease,cleft palate,MONDO,cleft palate,cleft palate,17909_16819_16064,bert_join
20161,disease,congenital ectropion,MONDO,congenital ectropion,congenital ectropion,,
16046,disease,familial clubfoot with or without associated lower limb anomalies,MONDO,familial clubfoot with or without associated lower limb anomalies,cryptophthalmia,16046_20153_744,bert_join
19284,disease,inherited isolated nail anomaly,MONDO,inherited isolated nail anomaly,inherited isolated nail anomaly,,
43537,disease,cluster headache syndrome,MONDO,cluster headache syndrome,cluster headache syndrome,,
15,disease,classic complement early component deficiency,MONDO,classic complement early component deficiency,classic complement early component deficiency,,
1040064,disease,CRX-related retinopathy,MONDO,CRX-related retinopathy,CRX-related retinopathy,,
17310,disease,Marfan and Marfan-related disorder,MONDO,Marfan and Marfan-related disorder,Marfan and Marfan-related disorder,,
8779,disease,arthrogryposis,MONDO,arthrogryposis,central diabetes insipidus,18321_15790_8779,bert_join
32,disease,"febrile seizures, familial",MONDO,"febrile seizures, familial","febrile seizures, familial",12224_12707_12226_11891_24566_11443_7367_32_11231_800329_12681_12972_800354,bert_join
17762,disease,disorder of copper metabolism,MONDO,disorder of copper metabolism,disorder of copper metabolism,,
800180,disease,CPOX-related hereditary coproporphyria,MONDO,CPOX-related hereditary coproporphyria,CPOX-related hereditary coproporphyria,,
733,disease,cornea plana,MONDO,cornea plana,cornea plana,9014_7372_733,bert_join
763,disease,epithelial and subepithelial corneal dystrophy,MONDO,epithelial and subepithelial corneal dystrophy,epithelial and subepithelial corneal dystrophy,,
20212,disease,superficial corneal dystrophy,MONDO,superficial corneal dystrophy,superficial corneal dystrophy,,
4686,disease,lattice corneal dystrophy,MONDO,"corneal dystrophy, lattice","corneal dystrophy, lattice",12044_7380_4686,bert_join
359,disease,spondylocostal dysostosis,MONDO,spondylocostal dysostosis,spondylocostal dysostosis,7389_13366_12349_14694_20692_12097_16724_359_1010313_1011204,bert_join
18971,disease,isolated oxycephaly,MONDO,isolated oxycephaly,isolated oxycephaly,,
15704,disease,familial scaphocephaly syndrome,MONDO,familial scaphocephaly syndrome,familial scaphocephaly syndrome,,
20022,disease,central nervous system malformation,MONDO,central nervous system malformation,early-onset generalized dystonia,8128_20022_100016,bert_join
5357,disease,Creutzfeldt Jacob disease,MONDO,Creutzfeldt Jacob disease,Creutzfeldt Jacob disease,,
16887,disease,partial deletion of the short arm of chromosome 5,MONDO,partial deletion of the short arm of chromosome 5,partial deletion of the short arm of chromosome 5,,
15338,disease,syndromic craniosynostosis,MONDO,syndromic craniosynostosis,syndromic craniosynostosis,,
22904,disease,cryofibrinogenemia,MONDO,cryofibrinogenemia,cryofibrinogenemia,,
15491,disease,immune complex mediated vasculitis,MONDO,immune complex mediated vasculitis,immune complex mediated vasculitis,,
20153,disease,cryptophthalmia,MONDO,cryptophthalmia,cryptophthalmia,16046_20153_744,bert_join
20811,disease,"mitochondrial complex III deficiency, nuclear type",MONDO,mitochondrial complex III deficiency nuclear,mitochondrial complex III deficiency nuclear,14063_14496_14364_14194_32909_7415_14066_14065_14356_14064_859321_20811,bert_join
1085,disease,interstitial nephritis,MONDO,interstitial nephritis,interstitial nephritis,,
19587,disease,autosomal dominant nonsyndromic hearing loss,MONDO,autosomal dominant nonsyndromic hearing loss,autosomal dominant nonsyndromic hearing loss,10973_11708_11568_12380_11519_11480_14740_11103_11389_12023_11350_10817_11058_11832_13632_14293_11625_13823_11102_14853_11226_14854_11920_13305_10915_11994_12976_11074_13593_14594_14291_12974_12030_11660_14603_12975_11657_11761_14738_12083_11159_12902_11032_13114_11031_11673_14470_12090_10963_7424_12086_14283_19587,bert_join
19794,disease,autosomal dominant cerebellar ataxia type IV,MONDO,autosomal dominant cerebellar ataxia,infectious disease,5763_2319_20380_5550_21658_3472_19792_19793_19794,bert_join
6618,disease,vibratory urticaria,MONDO,vibratory urticaria,vibratory urticaria,,
4782,disease,diabetes insipidus,MONDO,diabetes insipidus,dystrophic epidermolysis bullosa,7552_15553_24455_14819_10566_10245_16825_10335_14591_8389_4782_21155,bert_join
10255,disease,"diabetes mellitus, insulin-dependent, X-linked, susceptibility to",MONDO,"diabetes mellitus, insulin-dependent, X-linked, susceptibility to",epidermolysis bullosa simplex,7551_7555_10366_10318_30018_10297_8329_10590_10316_859316_8608_9984_18569_4724_10255_17610_2010_800391_6188_1011668,bert_join
6949,disease,retinal drusen,MONDO,retinal drusen,retinal drusen,,
16420,disease,familial flecked retinopathy,MONDO,familial flecked retinopathy,familial flecked retinopathy,,
1666,disease,retinal dystrophies primarily involving Bruch's membrane,MONDO,retinal dystrophies primarily involving Bruch's membrane,retinal dystrophies primarily involving Bruch's membrane,,
15083,disease,nuclear oculomotor paralysis,MONDO,nuclear oculomotor paralysis,nuclear oculomotor paralysis,,
1060172,disease,FAM111A-related skeletal dysplasia,MONDO,FAM111A-related skeletal dysplasia,FAM111A-related skeletal dysplasia,,
16516,disease,Kenny-Caffey syndrome,MONDO,Kenny-Caffey syndrome,Kenny-Caffey syndrome,,
118,disease,reticulate pigment disorder,MONDO,reticulate pigment disorder,reticulate pigment disorder,,
700261,disease,ADAR-related type 1 interferonopathy,MONDO,ADAR-related type 1 interferonopathy,erythrokeratodermia variabilis et progressiva,30941_33015_33014_33013_33012_33010_32801_6456_17851_16974_16975_2588_700261_6458_6459,bert_join
510,disease,synucleinopathy,MONDO,synucleinopathy,synucleinopathy,,
100016,disease,early-onset generalized dystonia,MONDO,early-onset generalized dystonia,early-onset generalized dystonia,8128_20022_100016,bert_join
15990,disease,"focal, segmental or multifocal dystonia",MONDO,"focal, segmental or multifocal dystonia","focal, segmental or multifocal dystonia",,
100184,disease,GTP cyclohydrolase I deficiency,MONDO,GTP cyclohydrolase I deficiency,GTP cyclohydrolase I deficiency,,
700002,disease,ATP1A3-associated neurological disorder,MONDO,ATP1A3-associated neurological disorder,ATP1A3-associated neurological disorder,,
43009,disease,hereditary lethal multiple congenital anomalies/dysmorphic syndrome,MONDO,hereditary lethal multiple congenital anomalies/dysmorphic syndrome,hereditary lethal multiple congenital anomalies/dysmorphic syndrome,,
20066,disease,Ehlers-Danlos syndrome,MONDO,Ehlers-Danlos syndrome,Ehlers-Danlos syndrome,20521_20066,bert_join
19716,disease,overgrowth syndrome,MONDO,overgrowth syndrome,overgrowth syndrome,,
968955,disease,hypocalcified amelogenesis imperfecta,MONDO,hypocalcified amelogenesis imperfecta,hypocalcified amelogenesis imperfecta,,
100198,disease,Mendelian encephalopathy,MONDO,Mendelian encephalopathy,Mendelian encephalopathy,,
17169,disease,multiple endocrine neoplasia,MONDO,multiple endocrine neoplasia,multiple endocrine neoplasia,12552_8234_8082_7540_19003_17169,legacy_exact_members
16365,disease,familial primary hyperparathyroidism,MONDO,familial primary hyperparathyroidism,familial primary hyperparathyroidism,,
19452,disease,"myeloproliferative neoplasm, unclassifiable",MONDO,"myeloproliferative neoplasm, unclassifiable","myeloproliferative neoplasm, unclassifiable",,
6543,disease,epidermolysis bullosa dystrophica,MONDO,epidermolysis bullosa dystrophica,"46,XX disorder of sex development",19311_16468_903_6543_100464_17576,bert_join
17610,disease,epidermolysis bullosa simplex,MONDO,epidermolysis bullosa simplex,epidermolysis bullosa simplex,7551_7555_10366_10318_30018_10297_8329_10590_10316_859316_8608_9984_18569_4724_10255_17610_2010_800391_6188_1011668,bert_join
20072,disease,childhood-onset epilepsy syndrome,MONDO,childhood-onset epilepsy syndrome,childhood-onset epilepsy syndrome,,
15643,disease,photosensitive epilepsy,MONDO,photosensitive epilepsy,photosensitive epilepsy,,
800494,disease,variable-age onset combined generalized and focal epilepsy syndrome,MONDO,variable-age onset combined generalized and focal epilepsy syndrome,variable-age onset combined generalized and focal epilepsy syndrome,,
100593,disease,COMP-related skeletal dysplasia,MONDO,COMP-related skeletal dysplasia,COMP-related skeletal dysplasia,,
16648,disease,multiple epiphyseal dysplasia,MONDO,"epiphyseal dysplasia, multiple","encephalopathy, acute, infection-induced, susceptibility to",10651_10964_7561_10844_9189_54680_7985_13633_11765_32742_13591_16648,bert_join
16028,disease,erythromelalgia,MONDO,erythromelalgia,erythromelalgia,,
1115,disease,familial polycythemia,MONDO,familial polycythemia,familial polycythemia,,
19270,disease,erythrokeratoderma,MONDO,erythrokeratoderma,erythrokeratoderma,,
100240,disease,inherited thrombophilia,MONDO,inherited thrombophilia,inherited thrombophilia,,
21181,disease,inherited blood coagulation disorder,MONDO,inherited blood coagulation disorder,inherited blood coagulation disorder,,
100238,disease,inherited Fanconi renotubular syndrome,MONDO,inherited Fanconi renotubular syndrome,inherited Fanconi renotubular syndrome,,
5031,disease,fibromatosis,MONDO,fibromatosis,fibromatosis,,
4746,disease,myopathy of extraocular muscle,MONDO,myopathy of extraocular muscle,myopathy of extraocular muscle,,
700120,disease,BAFopathy,MONDO,BAFopathy,BAFopathy,,
