,entity_name,original_entity_types,search_term_used,umls_matched_name,matched_cui,matched_semantic_types,matched_semantic_type_names,PMID,relation,entity_side
654,enlarged extracellular vesicles,anatomy,enlarged extracellular vesicles,,,[],[],34720883,anatomy_protein_present,1
655,enlarged lysosomes,phenotype,enlarged lysosomes,Vacuolated lymphocytes,C1836855,['T033'],['Finding'],34377675,phenotype_phenotype,1
656,enlarged soma size,phenotype,enlarged soma size,,,[],[],36322609,phenotype_protein,2
657,enriched cav1.2,,enriched cav1.2,,,[],[],,,
658,enriched ryr,,enriched ryr,,,[],[],,,
659,enriched serca,,enriched serca,,,[],[],,,
660,ensmusg00000004552,,ensmusg00000004552,,,[],[],,,
661,ensmusg00000018774,,ensmusg00000018774,,,[],[],,,
662,ensmusg00000022686,,ensmusg00000022686,,,[],[],,,
663,ensmusg00000024236,,ensmusg00000024236,,,[],[],,,
664,ensmusg00000024413,,ensmusg00000024413,,,[],[],,,
665,ensmusg00000024672,,ensmusg00000024672,,,[],[],,,
666,ensmusg00000027208,,ensmusg00000027208,,,[],[],,,
667,ensmusg00000027296,,ensmusg00000027296,,,[],[],,,
668,ensmusg00000028222,,ensmusg00000028222,,,[],[],,,
669,ensmusg0000002930,,ensmusg0000002930,,,[],[],,,
670,ensmusg00000035273,,ensmusg00000035273,,,[],[],,,
671,ensmusg00000038147,,ensmusg00000038147,,,[],[],,,
672,ensmusg00000040552,,ensmusg00000040552,,,[],[],,,
673,ensmusg00000041261,,ensmusg00000041261,,,[],[],,,
674,ensmusg00000041476,,ensmusg00000041476,,,[],[],,,
675,ensmusg00000050335,,ensmusg00000050335,,,[],[],,,
676,ensmusg00000054901,,ensmusg00000054901,,,[],[],,,
677,ensmusg00000069516,,ensmusg00000069516,,,[],[],,,
678,ensmusg00000071713,,ensmusg00000071713,,,[],[],,,
679,ensmusg00000079293,,ensmusg00000079293,,,[],[],,,
680,ensmust00000031975,,ensmust00000031975,,,[],[],,,
681,ensmust00000126572,,ensmust00000126572,,,[],[],,,
682,ensmust00000128338,,ensmust00000128338,,,[],[],,,
683,ensmust00000131025,,ensmust00000131025,,,[],[],,,
684,ensmust00000135230,,ensmust00000135230,,,[],[],,,
685,ensmust00000136359,,ensmust00000136359,,,[],[],,,
686,ensmust00000138576,,ensmust00000138576,,,[],[],,,
687,ensmust00000139218,,ensmust00000139218,,,[],[],,,
688,ensmust00000142962,,ensmust00000142962,,,[],[],,,
689,ensmust00000148545,,ensmust00000148545,,,[],[],,,
690,ensmust00000150330,,ensmust00000150330,,,[],[],,,
691,ensmust00000152283,,ensmust00000152283,,,[],[],,,
692,ensmust00000155729,,ensmust00000155729,,,[],[],,,
693,ensmust00000166109,,ensmust00000166109,,,[],[],,,
694,ensmust00000181447,,ensmust00000181447,,,[],[],,,
695,ensmust00000195685,,ensmust00000195685,,,[],[],,,
696,ensmust00000235045,,ensmust00000235045,,,[],[],,,
697,ensmust00000238391,,ensmust00000238391,,,[],[],,,
698,enzymatic function,phenotype,enzymatic function,,,[],[],35016719,disease_phenotype_negative,2
699,enzyme acid sphingomyelinase deficiency,phenotype,enzyme acid sphingomyelinase deficiency,,,[],[],38826605,disease_phenotype_positive,2
700,enzymes,protein/gene,enzymes,Enzymes,C0014442,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",40106490,bioprocess_protein,1
701,epileptic seizures,phenotype,epileptic seizures,Epileptic Seizures,C4317109,['T047'],['Disease or Syndrome'],34086834,disease_phenotype_positive,2
702,episodic-ataxia 4,disease,episodic-ataxia 4,"EPISODIC ATAXIA, TYPE 4",C1847843,['T047'],['Disease or Syndrome'],36640220,disease_disease,2
703,epithelial wound healing,,epithelial wound healing,positive regulation of epithelial cell proliferation involved in wound healing,C2262787,['T040'],['Organism Function'],,,
704,er stress,,er stress,Endoplasmic Reticulum Stress,C3178870,['T049'],['Cell or Molecular Dysfunction'],,,
705,er to golgi transport,,er to golgi transport,ER-Golgi transport vesicle,C4551783,['T026'],['Cell Component'],,,
706,ergosterol,,ergosterol,Ergosterol,C0014705,"['T109', 'T121', 'T127']","['Organic Chemical', 'Pharmacologic Substance', 'Vitamin']",,,
707,erk1/2 kinase signal,,erk1/2 kinase signal,ERK1 and ERK2 cascade,C2611094,['T044'],['Molecular Function'],,,
708,esterified cholesterols,phenotype,esterified cholesterols,Non-esterified cholesterol,C0368909,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",36182715,phenotype_protein,1
709,esterified mono- and dihydroxy lipid mediators,,esterified mono- and dihydroxy lipid mediators,,,[],[],,,
710,eukaryotic initiation factor 3d,,eukaryotic initiation factor 3d,,,[],[],,,
711,evelated long-chain isoforms of glucosylceramide,phenotype,evelated long-chain isoforms of glucosylceramide,,,[],[],35833379,disease_phenotype_positive,2
712,exacerbated interferon signaling,phenotype,exacerbated interferon signaling,,,[],[],39202426,phenotype_protein,2
713,excessive accumulation of cholesterol,phenotype,excessive accumulation of cholesterol,,,[],[],35850050,disease_phenotype_positive,2
714,excessive cholesterol accumulation in the lysosome,phenotype,excessive cholesterol accumulation in the lysosome,,,[],[],34748340,disease_phenotype_positive,2
715,excessive immune activation,phenotype,excessive immune activation,,,[],[],35360843,disease_phenotype_positive,2
716,excessive salivary secretion,phenotype,excessive salivary secretion,Sialorrhea,C0037036,['T047'],['Disease or Syndrome'],36325261,drug_effect,2
717,executive dysfunction,phenotype,executive dysfunction,Executive dysfunction,C2748208,['T048'],['Mental or Behavioral Dysfunction'],37740198,disease_phenotype_positive,2
718,export of cholesterol and sphingolipids,biological_process,export of cholesterol and sphingolipids,,,[],[],37047194,bioprocess_disease,1
719,extend survival,phenotype,extend survival,How Important Standard Treatment Extends Survival,C4084923,['T170'],['Intellectual Product'],37128603,drug_effect,2
720,extends lifespan,phenotype,extends lifespan,,,[],[],36920149,disease_phenotype_positive,2
721,extensive hypometabolism,pathology,extensive hypometabolism,,,[],[],40009086,pathology_anatomy_present,1
722,extraction of cholesterol,,extraction of cholesterol,,,[],[],,,
723,eye movement abnormalities,phenotype,eye movement abnormalities,Abnormal ocular motility,C0497202,['T033'],['Finding'],34993563|38804481,disease_phenotype_positive|phenotype_phenotype,1|2
724,fat body,anatomy,fat body,Fat Body,C0015665,['T023'],"['Body Part, Organ, or Organ Component']",35245460,anatomy_protein_present,1
725,fatal early,phenotype,fatal early,"Myopathy, Early-Onset, with Fatal Cardiomyopathy",C2673677,['T047'],['Disease or Syndrome'],40221338,disease_phenotype_positive,2
726,fatal neurodegenerative condition,phenotype,fatal neurodegenerative condition,,,[],[],38254990,disease_phenotype_positive,2
727,fatal neurodegenerative disease,disease,fatal neurodegenerative disease,,,[],[],40215728,disease_disease,1
728,fatal neurovisceral disorder,phenotype,fatal neurovisceral disorder,,,[],[],37454976,disease_protein,2
729,faulty cholesterol trafficking,phenotype,faulty cholesterol trafficking,,,[],[],40215728,disease_phenotype_positive,2
730,ferroptosis pathway,pathway,ferroptosis pathway,,,[],[],37958627,disease_pathway,2
731,fibroblast,anatomy,fibroblast,Fibroblasts,C0016030,['T025'],['Cell'],40301465,anatomy_protein_present,1
732,fibroblast-to-myofibroblast differentiation,biological_process,fibroblast-to-myofibroblast differentiation,,,[],[],36804125,bioprocess_protein|drug_bioprocess,1|2
733,fibroblasts,anatomy | molecular_function,fibroblasts,Fibroblasts,C0016030,['T025'],['Cell'],34830064,anatomy_disease|cellcomp_cellcomp,1|2
734,fibrosis liver,,fibrosis liver,"Fibrosis, Liver",C0239946,['T047'],['Disease or Syndrome'],,,
735,filipin complex,,filipin complex,,,[],[],,,
736,fine motor,phenotype,fine motor,Fine motor impairment,C0556281,['T033'],['Finding'],34794481,disease_phenotype_positive,2
737,fine motor impairment,phenotype,fine motor impairment,Fine motor impairment,C0556281,['T033'],['Finding'],40525490,disease_phenotype_positive,2
738,fine motor skills,phenotype,fine motor skills,Fine Motor Skills,C0678857,['T042'],['Organ or Tissue Function'],34819124,disease_phenotype_positive,2
739,flotillin-2,,flotillin-2,flotillin-2,C1721255,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",,,
740,fluctuation score,,fluctuation score,,,[],[],,,
741,fluorescent b-d-araf aziridine probes,,fluorescent b-d-araf aziridine probes,,,[],[],,,
742,foam cell accumulation,phenotype,foam cell accumulation,,,[],[],37454976,disease_phenotype_positive,2
743,foamy macrophages,phenotype,foamy macrophages,Foam Cells,C0016390,['T025'],['Cell'],36187872|36719165,anotomy_phenotype|disease_phenotype_positive,2
744,formation of multi-laminar storage bodies,phenotype,formation of multi-laminar storage bodies,,,[],[],34592985,phenotype_protein,1
745,forskolin,drug,forskolin,Colforsin,C0917964,"['T109', 'T121']","['Organic Chemical', 'Pharmacologic Substance']",36409725,drug_bioprocess|drug_drug,1
746,founder french-canadian pathogenic variant,,founder french-canadian pathogenic variant,,,[],[],,,
747,foveal thinning,,foveal thinning,Foveal thinning,C4014315,['T047'],['Disease or Syndrome'],,,
748,free pro-resolving fatty acid epoxides,molecular_function,free pro-resolving fatty acid epoxides,,,[],[],40306479,pathway_molfunc,2
749,free sterols accumulation,phenotype,free sterols accumulation,,,[],[],37683773,disease_phenotype_positive,2
750,friedreich’s ataxia,,friedreich’s ataxia,,,[],[],,,
751,frontal dysfunction,pathology,frontal dysfunction,Frontal lobe dysfunction,C4062322,['T048'],['Mental or Behavioral Dysfunction'],37740198,pathology_phenotype,1
752,frontal hypometabolism,pathology,frontal hypometabolism,Hypometabolism of the frontal lobe and thalamic regions,C3279889,['T033'],['Finding'],40009086,pathology_phenotype,1
753,frontotemporal areas,anatomy,frontotemporal areas,,,[],[],40009086,pathology_anatomy_present,2
754,full scale npccss,,full scale npccss,,,[],[],,,
755,fyn kinase,,fyn kinase,FRK gene,C1333577,['T028'],['Gene or Genome'],,,
756,galactosidase-alpha,protein/gene,galactosidase-alpha,alpha-D-galactosidase enzyme,C0002268,"['T116', 'T121', 'T126']","['Amino Acid, Peptide, or Protein', 'Pharmacologic Substance', 'Enzyme']",36325261,disease_protein,2
757,galactosylsphingosine,drug,galactosylsphingosine,Psychosine,C0033954,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",36409725,drug_bioprocess|drug_drug|drug_effect,1|2
758,ganglioside gm1 storage,,ganglioside gm1 storage,,,[],[],,,
759,gastrointestinal,,gastrointestinal,gastrointestinal,C0521362,['T082'],['Spatial Concept'],,,
760,gastrointestinal alterations,phenotype,gastrointestinal alterations,Alterations in gastrointestinal function,C5933904,['T033'],['Finding'],34879185,disease_phenotype_positive|drug_effect,2
761,gaucher,,gaucher,Gaucher Disease,C0017205,['T047'],['Disease or Syndrome'],,,
762,gaucher disease type 1,,gaucher disease type 1,"Gaucher Disease, Type 1",C1961835,['T047'],['Disease or Syndrome'],,,
763,gba2 glucosylceramidase inhibition,,gba2 glucosylceramidase inhibition,,,[],[],,,
764,gba2 inhibitors,,gba2 inhibitors,,,[],[],,,
765,gdnf and nrtn synthesis,,gdnf and nrtn synthesis,,,[],[],,,
766,gdnf rna expression,,gdnf rna expression,,,[],[],,,
767,gelastic cataplexy,phenotype,gelastic cataplexy,,,[],[],40525490|40898442,disease_phenotype_positive,2
768,genetic condition,disease,genetic condition,Hereditary Diseases,C0019247,['T047'],['Disease or Syndrome'],35853348,disease_disease,2
769,genetic counseling,phenotype,genetic counseling,Genetic Counseling,C0017382,['T061'],['Therapeutic or Preventive Procedure'],38131230,bioprocess_phenotype,2
770,genetic disorder,disease,genetic disorder,Hereditary Diseases,C0019247,['T047'],['Disease or Syndrome'],34879185,disease_disease,2
771,genetic neurological disorders,phenotype,genetic neurological disorders,Rare genetic neurological disorder,C5681307,['T047'],['Disease or Syndrome'],37201244,disease_phenotype_positive,2
772,genotype-phenotype correlation,,genotype-phenotype correlation,Genotype-Phenotype Associations,C2717879,['T033'],['Finding'],,,
773,giant lysosomes,phenotype,giant lysosomes,,,[],[],36722045,disease_phenotype_positive,2
774,giant multilamellar bodies,phenotype,giant multilamellar bodies,,,[],[],37683773,disease_phenotype_positive,2
775,glast,,glast,SLC1A3 gene,C1420121,['T028'],['Gene or Genome'],,,
776,glial fibrillary acidic protein,protein/gene,glial fibrillary acidic protein,Glial Fibrillary Acidic Protein,C0017626,"['T116', 'T123']","['Amino Acid, Peptide, or Protein', 'Biologically Active Substance']",37670901,bioprocess_protein,2
777,glioblastoma,,glioblastoma,Glioblastoma,C0017636,['T191'],['Neoplastic Process'],,,
778,glioblastoma stem-like cells,,glioblastoma stem-like cells,Allogeneic Glioblastoma Stem-like Cell Line Lysate-pulsed Autologous Dendritic Cell Vaccine,C3831562,['T025'],['Cell'],,,
779,glioblastoma stem-like cells fitness,,glioblastoma stem-like cells fitness,,,[],[],,,
780,glioblastoma stem-like cells viability,,glioblastoma stem-like cells viability,,,[],[],,,
781,glucocerbrosi-dase 2,protein/gene,glucocerbrosi-dase 2,,,[],[],38302739,drug_protein,2
782,glucocorticoids,drug,glucocorticoids,Glucocorticoids,C0017710,"['T109', 'T125']","['Organic Chemical', 'Hormone']",35360843,drug_effect,1
783,glucosyl ceramide synthase,protein/gene,glucosyl ceramide synthase,,,[],[],35140266,drug_protein,2
784,glucosylceramide,phenotype,glucosylceramide,Glucosylceramide test,C2363956,['T059'],['Laboratory Procedure'],37815467,phenotype_protein,1
785,glucosylceramide metabolism,biological_process,glucosylceramide metabolism,glucosylceramide metabolic process,C1158417,['T044'],['Molecular Function'],39246358,bioprocess_protein,2
786,glucosylceramide synthase,protein/gene,glucosylceramide synthase,Glucosylceramide Synthase Inhibitors,C2267131,['T044'],['Molecular Function'],35487270|36553254|36608914|36804125|40003936|40520915|40663813,bioprocess_protein|drug_protein,1|2
787,glucosylceramide synthase competitive inhibitor,phenotype,glucosylceramide synthase competitive inhibitor,,,[],[],37480097,drug_effect,2
788,glucosylceramide synthase inhibitor,phenotype,glucosylceramide synthase inhibitor,Glucosylceramide Synthase Inhibitor [EPC],C2917360,['T121'],['Pharmacologic Substance'],38804481,drug_effect,2
789,glucosylceramide synthesis,,glucosylceramide synthesis,glucosylceramide biosynthetic process,C1157373,['T044'],['Molecular Function'],,,
790,glucosylceramides,phenotype,glucosylceramides,Glucosylceramides,C0017770,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",39747180,phenotype_protein,1
